,title,user_Score,release_Date,console,publisher,developer,tot_ship,tot_sale,na_sale,pal_sale,keydata,other_sale,last_update,VGscore
2880,Stranglehold    ,N/A  ,05th Sep 07  ,X360,Midway Games  ,Midway Games  ,,0.83m,0.41m,0.33m,0.83m,0.09m,,N/A  
2881,Metal Gear Solid V: The Phantom Pain    ,N/A  ,01st Sep 15  ,XOne,Konami Digital Entertainment  ,Kojima Productions  ,,0.83m,0.49m,0.25m,0.83m,0.07m,04th May 18,N/A  
2882,Tiger Woods PGA Tour 11    ,N/A  ,08th Jun 10  ,PS3,EA Sports  ,EA Tiburon  ,,0.83m,0.37m,0.34m,0.83m,0.13m,,N/A  
2883,Dragon Age II    ,N/A  ,08th Mar 11  ,PS3,Electronic Arts  ,BioWare Corp.  ,,0.83m,0.40m,0.26m,0.83m,0.12m,,N/A  
2884,Lizzie McGuire 2: Lizzie Diaries    ,N/A  ,18th Oct 04  ,GBA,Disney Interactive Studios  ,Artificial Mind and Movement  ,,0.83m,0.60m,0.22m,0.83m,0.01m,,N/A  
2885,WWE SmackDown vs. Raw 2009    ,N/A  ,09th Nov 08  ,Wii,THQ  ,Yuke's Media Creations  ,,0.83m,0.44m,0.31m,0.83m,0.08m,,8
2886,FIFA Soccer World Championship    ,N/A  ,25th May 00  ,PS2,EA Sports  ,EA Sports  ,,0.83m,0.27m,0.21m,0.83m,0.07m,,N/A  
2887,Brute Force    ,N/A  ,27th May 03  ,XB,Microsoft Game Studios  ,Digital Anvil  ,,0.83m,0.62m,0.18m,0.83m,0.03m,,N/A  
2888,Rayman Origins    ,N/A  ,15th Nov 11  ,Wii,Ubisoft  ,Ubisoft  ,0.83m,,,,0.83m,,,N/A  
2889,Sniper: Ghost Warrior    ,N/A  ,28th Jun 11  ,PS3,City Interactive  ,City Interactive  ,,0.83m,0.30m,0.35m,0.83m,0.14m,,N/A  
2890,Scooby-Doo! First Frights    ,N/A  ,22nd Sep 09  ,DS,Warner Bros. Interactive  ,Torus Games  ,,0.83m,0.60m,0.16m,0.83m,0.07m,,N/A  
2891,Yu-Gi-Oh! Dark Duel Stories    ,N/A  ,18th Mar 02  ,GB,Konami  ,KCEJ  ,,0.83m,,,0.83m,,,N/A  
2892,The Game of Life    ,N/A  ,30th Sep 98  ,PS,Hasbro Interactive  ,Double Helix Games  ,,0.83m,0.46m,0.31m,0.83m,0.05m,,N/A  
2893,Dance Central 3    ,N/A  ,16th Oct 12  ,X360,Microsoft  ,Harmonix Music Systems  ,,0.83m,0.57m,0.19m,0.83m,0.07m,10th Aug 18,N/A  
2894,Mega Man Legends    ,N/A  ,31st Aug 98  ,PS,Capcom  ,Capcom  ,,0.83m,0.39m,0.26m,0.83m,0.05m,,N/A  
2895,Sly 3: Honor Among Thieves    ,N/A  ,26th Sep 05  ,PS2,Sony Computer Entertainment  ,Sucker Punch  ,,0.83m,0.69m,0.03m,0.83m,0.11m,,N/A  
2896,Dragon Ball: Raging Blast 2    ,N/A  ,02nd Nov 10  ,PS3,Namco Bandai  ,Spike  ,,0.83m,0.43m,0.19m,0.83m,0.10m,,N/A  
2897,Twisted Metal (2012)    ,N/A  ,14th Feb 12  ,PS3,Sony Computer Entertainment  ,Eat Sleep Play  ,,0.83m,0.67m,0.07m,0.83m,0.09m,14th Mar 18,N/A  
2898,MLB SlugFest 20-03    ,N/A  ,23rd Jun 02  ,PS2,Midway Games  ,Gratuitous Games  ,,0.83m,0.41m,0.32m,0.83m,0.11m,,N/A  
2899,Guitar Hero Live    ,N/A  ,20th Oct 15  ,XOne,Activision  ,FreeStyleGames  ,,0.83m,0.52m,0.23m,0.83m,0.08m,15th Mar 18,N/A  
2900,Assetto Corsa    ,N/A  ,19th Dec 14  ,PC,Kunos Simulazioni  ,Kunos Simulazioni  ,0.83m,,,,0.83m,,17th Sep 18,N/A  
2901,Sid Meier's Civilization Revolution    ,N/A  ,08th Jul 08  ,X360,2K Games  ,Firaxis Games  ,,0.83m,0.58m,0.17m,0.83m,0.07m,,N/A  
2902,MediEvil    ,N/A  ,01st Oct 98  ,PS,Sony Computer Entertainment  ,SCEE Cambridge  ,,0.83m,0.46m,0.31m,0.83m,0.05m,03rd Dec 18,N/A  
2903,Casper    ,N/A  ,17th Sep 96  ,PS,Interplay  ,Funcom  ,,0.83m,0.46m,0.31m,0.83m,0.05m,,N/A  
2904,Dragon Ball: Xenoverse    ,N/A  ,27th Feb 15  ,PC,Namco Bandai Games  ,Dimps Corporation  ,0.82m,,,,0.82m,,11th Sep 18,N/A  
2905,Harvest Moon: Tree of Tranquility    ,N/A  ,30th Sep 08  ,Wii,Natsume  ,Runtime  ,,0.82m,0.67m,0.03m,0.82m,0.05m,,N/A  
2906,James Bond 007: Nightfire    ,N/A  ,18th Nov 02  ,XB,Electronic Arts  ,Eurocom Entertainment Software  ,,0.82m,0.58m,0.22m,0.82m,0.03m,,N/A  
2907,Tony Hawk's Underground 2 Remix    ,N/A  ,15th Mar 05  ,PSP,Activision  ,Shaba Games  ,,0.82m,0.46m,0.21m,0.82m,0.15m,,N/A  
2908,Marvel: Ultimate Alliance    ,N/A  ,24th Oct 06  ,PS2,Activision  ,Raven Software  ,,0.82m,0.69m,0.03m,0.82m,0.11m,,N/A  
2909,Tony Hawk's Pro Skater 3    ,N/A  ,13th Nov 01  ,GC,Activision  ,Neversoft Entertainment  ,,0.82m,0.64m,0.17m,0.82m,0.02m,,N/A  
2910,FIFA 17    ,N/A  ,27th Sep 16  ,X360,Electronic Arts  ,EA Canada  ,,0.82m,0.20m,0.56m,0.82m,0.06m,28th Mar 18,N/A  
2911,Karaoke Revolution Glee    ,N/A  ,09th Nov 10  ,Wii,Konami  ,Blitz Games  ,,0.82m,0.51m,0.24m,0.82m,0.07m,,N/A  
2912,I Spy: Fun House    ,N/A  ,29th Aug 07  ,DS,Scholastic Inc.  ,Big Blue Bubble Inc.  ,,0.82m,0.76m,,0.82m,0.06m,,N/A  
2913,Need for Speed: Hot Pursuit 2    ,N/A  ,01st Oct 02  ,XB,Electronic Arts  ,EA Black Box  ,,0.82m,0.68m,0.11m,0.82m,0.03m,,N/A  
2914,The Price is Right    ,N/A  ,09th Sep 08  ,Wii,Ubisoft  ,Ludia Inc.  ,,0.82m,0.76m,,0.82m,0.06m,,N/A  
2915,Clu Clu Land    ,N/A  ,18th Oct 85  ,NES,Nintendo  ,Nintendo R&D1  ,,0.82m,0.42m,0.10m,0.82m,0.02m,,N/A  
2916,Killer Instinct Gold    ,N/A  ,25th Nov 96  ,N64,Nintendo  ,Rare Ltd.  ,,0.82m,0.61m,0.19m,0.82m,0.01m,,N/A  
2917,Amped: Freestyle Snowboarding    ,N/A  ,19th Nov 01  ,XB,Microsoft  ,Indie Built  ,,0.82m,0.69m,0.11m,0.82m,0.02m,,N/A  
2918,MediEvil: Resurrection    ,N/A  ,13th Sep 05  ,PSP,Sony Computer Entertainment  ,SCEE  ,,0.82m,0.19m,0.42m,0.82m,0.22m,,N/A  
2919,Custer's Revenge    ,N/A  ,01st Jan 82  ,2600,Mystique  ,Mystique  ,,0.82m,0.76m,0.05m,0.82m,0.01m,,N/A  
2920,Rocket Power: Beach Bandits    ,N/A  ,20th Sep 02  ,PS2,THQ  ,Evolution Games  ,,0.82m,0.40m,0.31m,0.82m,0.10m,,N/A  
2921,The Lord of the Rings: War in the North    ,N/A  ,01st Nov 11  ,PS3,Warner Bros. Interactive  ,Snowblind Studios  ,,0.82m,0.25m,0.43m,0.82m,0.12m,,N/A  
2922,Patapon    ,N/A  ,26th Feb 08  ,PSP,Sony Computer Entertainment  ,Pyramid/JAPAN Studio  ,,0.82m,0.33m,0.25m,0.82m,0.17m,,8.5
2923,The Crew 2    ,N/A  ,29th Jun 18  ,PS4,Ubisoft  ,Ivory Tower  ,,0.82m,0.22m,0.42m,0.82m,0.12m,19th Jul 18,N/A  
2924,Pro Evolution Soccer 2016    ,N/A  ,15th Sep 15  ,PS4,Konami Digital Entertainment  ,PES Productions  ,,0.82m,0.14m,0.43m,0.82m,0.10m,14th Apr 18,N/A  
2925,The Walking Dead: A Telltale Games Series    ,N/A  ,20th Nov 12  ,PS3,Telltale Games  ,Telltale Games  ,,0.82m,0.40m,0.25m,0.82m,0.14m,10th May 18,N/A  
2926,Shin Megami Tensei: Persona 4    ,N/A  ,08th Dec 08  ,PS2,Atlus  ,Atlus  ,,0.82m,0.34m,0.04m,0.82m,0.08m,11th Jan 18,9.3
2927,EA Sports Active NFL Training Camp    ,N/A  ,16th Nov 10  ,Wii,EA Sports  ,EA Vancouver  ,,0.82m,0.76m,,0.82m,0.05m,,N/A  
2928,Professor Layton vs Ace Attorney    ,N/A  ,29th Aug 14  ,3DS,Nintendo  ,Level 5  ,,0.82m,0.20m,0.27m,0.82m,0.04m,07th Jan 18,N/A  
2929,theHunter: Call of the Wild    ,N/A  ,07th Mar 17  ,PC,Maximum Games  ,Expansive Worlds  ,0.82m,,,,0.82m,,19th Jun 18,N/A  
2930,Dragon Quest III    ,N/A  ,16th Jul 01  ,GB,Enix  ,TOSE  ,,0.81m,,,0.81m,0.00m,06th May 18,N/A  
2931,Ready 2 Rumble Boxing: Round 2    ,N/A  ,23rd Oct 00  ,PS2,Midway Games  ,Midway Games  ,,0.81m,0.40m,0.31m,0.81m,0.10m,,N/A  
2932,Kamaitachi no Yoru    ,N/A  ,25th Nov 94  ,SNES,ChunSoft  ,ChunSoft  ,,0.81m,,,0.81m,,,N/A  
2933,Imagine: Rock Star    ,N/A  ,17th Jun 08  ,DS,Ubisoft  ,Gevo Entertainment  ,,0.81m,0.40m,0.33m,0.81m,0.09m,,N/A  
2934,Yokai Watch 3: Sukiyaki    ,N/A  ,02nd Feb 19  ,3DS,Nintendo  ,Level 5  ,,0.81m,,,0.81m,,09th Sep 18,N/A  
2935,Tales of Destiny II    ,N/A  ,10th Sep 01  ,PS,Namco  ,Telenet Japan / Wolfteam  ,,0.81m,0.06m,0.04m,0.81m,0.05m,,N/A  
2936,Super Bomberman 2    ,N/A  ,01st Sep 94  ,SNES,Hudson Soft  ,Produce!  ,,0.81m,,,0.81m,0.00m,,N/A  
2937,NASCAR 2001    ,N/A  ,19th Sep 00  ,PS,EA Sports  ,EA Black Box  ,,0.81m,0.45m,0.31m,0.81m,0.05m,,N/A  
2938,DmC Devil May Cry    ,N/A  ,15th Jan 13  ,PS3,Capcom  ,Ninja Theory  ,,0.81m,0.24m,0.29m,0.81m,0.10m,01st May 18,N/A  
2939,The Legend of Zelda: Four Swords Adventures    ,N/A  ,07th Jun 04  ,GC,Nintendo  ,Nintendo EAD  ,,0.81m,0.63m,0.16m,0.81m,0.02m,,N/A  
2940,Jikkyou Powerful Pro Yakyuu '99 Kaimakuban    ,N/A  ,22nd Jul 99  ,PS,Konami  ,Diamond Head  ,,0.81m,,,0.81m,0.05m,,N/A  
2941,Valkyrie Profile    ,N/A  ,29th Aug 00  ,PS,Enix  ,tri-Ace  ,,0.81m,0.07m,0.05m,0.81m,0.05m,,N/A  
2942,Shaun White Snowboarding    ,N/A  ,16th Nov 08  ,X360,Ubisoft  ,Ubisoft Montreal  ,,0.81m,0.48m,0.25m,0.81m,0.08m,,7
2943,Final Fantasy Type-0    ,N/A  ,31st Dec 20  ,PSP,Unknown  ,Square Enix  ,,0.81m,,,0.81m,,,N/A  
2944,Raft    ,N/A  ,N/A  ,PC,Unknown  ,Redbeet Interactive  ,0.81m,,,,0.81m,,07th Feb 19,N/A  
2945,Madden NFL 16    ,N/A  ,25th Aug 15  ,PS3,EA Sports  ,EA Tiburon  ,,0.81m,0.60m,0.07m,0.81m,0.15m,31st Mar 18,N/A  
2946,Army Men: Sarge's Heroes    ,N/A  ,30th Sep 99  ,N64,3DO  ,3DO  ,,0.81m,0.68m,0.12m,0.81m,0.01m,,N/A  
2947,Empire: Total War    ,N/A  ,03rd Mar 09  ,PC,Sega  ,The Creative Assembly  ,0.81m,,,,0.81m,,,N/A  
2948,Football Manager 2015    ,N/A  ,07th Nov 14  ,PC,Sega  ,Sports Interactive  ,0.81m,,,,0.81m,,29th May 18,N/A  
2949,Mega Man    ,N/A  ,01st Dec 87  ,NES,Capcom  ,Capcom  ,,0.81m,0.45m,0.08m,0.81m,0.01m,,N/A  
2950,Pro Evolution Soccer 2010    ,N/A  ,03rd Nov 09  ,X360,Konami  ,Konami  ,,0.81m,0.12m,0.58m,0.81m,0.08m,,N/A  
2951,Dragon Quest Heroes: The World's Tree Woe and the Blight Below    ,N/A  ,13th Oct 15  ,PS4,Square Enix  ,Square Enix  ,,0.81m,0.21m,0.14m,0.81m,0.07m,15th Jan 18,N/A  
2952,LEGO Dimensions    ,N/A  ,27th Sep 15  ,PS3,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,,0.81m,0.26m,0.41m,0.81m,0.13m,19th Mar 18,N/A  
2953,Tom Clancy's Rainbow Six 3    ,N/A  ,24th Mar 04  ,PS2,Ubisoft  ,Ubisoft Montreal / Red Storm Entertainment  ,,0.81m,0.40m,0.31m,0.81m,0.10m,,N/A  
2954,Disney's The Little Mermaid: Ariel's Undersea Adventure    ,N/A  ,02nd Oct 06  ,DS,Buena Vista  ,Gorilla Systems  ,,0.81m,0.72m,0.03m,0.81m,0.06m,,N/A  
2955,Battle of Giants: Dinosaurs    ,N/A  ,21st Oct 08  ,DS,Ubisoft  ,Ubisoft Quebec  ,,0.81m,0.37m,0.35m,0.81m,0.08m,,N/A  
2956,SingStar Vol. 2    ,N/A  ,28th Oct 08  ,PS3,Sony Computer Entertainment  ,SCEE London Studio  ,,0.81m,0.29m,0.39m,0.81m,0.12m,,N/A  
2957,NCAA Football 10    ,N/A  ,14th Jul 09  ,PS3,EA Sports  ,EA Tiburon  ,,0.81m,0.75m,,0.81m,0.06m,,N/A  
2958,Professor Layton and the Azran Legacy    ,N/A  ,28th Feb 14  ,3DS,Nintendo  ,Level 5  ,,0.81m,,0.53m,0.81m,0.03m,07th Jan 18,N/A  
2959,EarthBound    ,N/A  ,01st Jun 95  ,SNES,Nintendo  ,Ape Studios / HAL Laboratory  ,,0.81m,,,0.81m,,,N/A  
2960,Need for Speed Rivals    ,N/A  ,19th Nov 13  ,X360,Electronic Arts  ,Ghost Games  ,,0.81m,0.38m,0.35m,0.81m,0.07m,16th Jan 18,N/A  
2961,The Next Tetris    ,N/A  ,31st May 99  ,PS,Atari  ,Blue Planet Software  ,,0.81m,0.45m,0.31m,0.81m,0.05m,,N/A  
2962,Guitar Hero: Warriors of Rock    ,N/A  ,28th Sep 10  ,PS3,Activision  ,Neversoft Entertainment  ,,0.81m,0.33m,0.35m,0.81m,0.13m,,N/A  
2963,World Soccer Jikkyou Winning Eleven 3: World Cup France '98    ,N/A  ,28th May 98  ,PS,Konami  ,Konami  ,,0.81m,,,0.81m,0.05m,,N/A  
2964,Poly Bridge    ,N/A  ,N/A  ,PC,Unknown  ,Dry Cactus Limited  ,0.81m,,,,0.81m,,07th Feb 19,N/A  
2965,Final Fantasy XI: Wings of the Goddess    ,N/A  ,20th Nov 07  ,PS2,Square Enix  ,Square Enix  ,,0.81m,0.35m,0.27m,0.81m,0.09m,,N/A  
2966,The Sims 2    ,N/A  ,24th Oct 05  ,PS2,Electronic Arts  ,Maxis  ,,0.81m,0.67m,0.03m,0.81m,0.11m,,N/A  
2967,Golden Sun: Dark Dawn    ,N/A  ,29th Nov 10  ,DS,Nintendo  ,Camelot Software Planning  ,,0.81m,0.53m,0.10m,0.81m,0.05m,,N/A  
2968,Who Wants to be a Millionaire    ,N/A  ,29th Sep 00  ,PS,Eidos Interactive  ,Hothouse Creations  ,,0.80m,0.45m,0.30m,0.80m,0.05m,,N/A  
2969,BeamNG.drive    ,N/A  ,N/A  ,PC,Unknown  ,BeamNG  ,0.80m,,,,0.80m,,07th Feb 19,N/A  
2970,Ben 10: Alien Force    ,N/A  ,28th Oct 08  ,Wii,D3 Publisher  ,Monkey Bar Games  ,,0.80m,0.52m,0.21m,0.80m,0.07m,,N/A  
2971,Star Wars Rogue Squadron III: Rebel Strike    ,N/A  ,15th Oct 03  ,GC,LucasArts  ,Factor 5  ,,0.80m,0.62m,0.16m,0.80m,0.02m,,N/A  
2972,Moto Racer    ,N/A  ,30th Nov 97  ,PS,Electronic Arts  ,Delphine Software International  ,,0.80m,0.45m,0.30m,0.80m,0.05m,,N/A  
2973,Hitman: Contracts    ,N/A  ,20th Apr 04  ,PS2,Eidos Interactive  ,IO Interactive  ,,0.80m,0.39m,0.31m,0.80m,0.10m,,N/A  
2974,The 7th Guest    ,N/A  ,01st Jan 93  ,PC,Virgin Interactive  ,Trilobyte  ,,0.80m,0.03m,0.77m,0.80m,,,N/A  
2975,Deca Sports 2    ,N/A  ,29th Sep 09  ,Wii,Hudson Soft  ,Hudson Soft  ,,0.80m,0.31m,0.34m,0.80m,0.07m,,N/A  
2976,Final Fantasy Anthology    ,N/A  ,30th Sep 99  ,PS,Square EA  ,SquareSoft  ,,0.80m,0.45m,0.30m,0.80m,0.05m,,N/A  
2977,DiRT 2    ,N/A  ,08th Sep 09  ,X360,Codemasters  ,Codemasters  ,,0.80m,0.32m,0.39m,0.80m,0.09m,,8.5
2978,Star Wars The Clone Wars: Republic Heroes    ,N/A  ,06th Oct 09  ,Wii,LucasArts  ,Krome Studios  ,,0.80m,0.43m,0.30m,0.80m,0.07m,,N/A  
2979,The Sims 2: Pets    ,N/A  ,14th Dec 06  ,PSP,Electronic Arts  ,Maxis  ,,0.80m,0.19m,0.39m,0.80m,0.22m,,N/A  
2980,Tom Clancy's Ghost Recon Advanced Warfighter    ,N/A  ,09th Mar 06  ,X360,Ubisoft  ,Ubisoft Paris  ,0.80m,,,,0.80m,,,N/A  
2981,Pro Evolution Soccer 2010    ,N/A  ,10th Nov 09  ,PSP,Konami  ,Konami  ,,0.80m,0.09m,0.33m,0.80m,0.18m,,N/A  
2982,Prince of Persia: Warrior Within    ,N/A  ,30th Nov 04  ,XB,Ubisoft  ,Ubisoft Montreal  ,,0.80m,0.48m,0.28m,0.80m,0.04m,,N/A  
2983,Mario & Sonic at the Sochi 2014 Olympic Winter Games    ,N/A  ,15th Nov 13  ,WiiU,Nintendo  ,Sega Sports R&D  ,,0.80m,0.37m,0.23m,0.80m,0.06m,31st Jan 18,N/A  
2984,Rhythm Heaven Megamix    ,N/A  ,15th Jun 16  ,3DS,Nintendo  ,Nintendo  ,,0.80m,,0.06m,0.80m,0.00m,31st May 18,N/A  
2985,Guitar Hero: Metallica    ,N/A  ,29th Mar 09  ,X360,Activision  ,Neversoft Entertainment  ,,0.80m,0.52m,0.20m,0.80m,0.07m,,N/A  
2986,Hasbro Family Game Night 3    ,N/A  ,26th Oct 10  ,Wii,Electronic Arts  ,EA Bright Light  ,,0.80m,0.46m,0.27m,0.80m,0.07m,,N/A  
2987,The Amazing Spider-Man (2012)    ,N/A  ,26th Jun 12  ,PS3,Activision  ,Beenox  ,,0.80m,0.31m,0.36m,0.80m,0.12m,15th Mar 18,N/A  
2988,Super Robot Taisen α    ,N/A  ,25th May 00  ,PS,Banpresto  ,Banpresto  ,,0.80m,,,0.80m,0.05m,,N/A  
2989,WWE 2K15    ,N/A  ,28th Oct 14  ,PS3,2K Sports  ,Visual Concepts  ,,0.80m,0.37m,0.29m,0.80m,0.13m,06th Jan 18,N/A  
2990,Need for Speed: Hot Pursuit 2    ,N/A  ,01st Oct 02  ,GC,Electronic Arts  ,EA Seattle  ,,0.80m,0.68m,0.09m,0.80m,0.02m,,N/A  
2991,PES 2009: Pro Evolution Soccer    ,N/A  ,11th Nov 08  ,PSP,Konami  ,Konami  ,,0.80m,0.04m,0.33m,0.80m,0.17m,,N/A  
2992,Tales of Destiny 2    ,N/A  ,28th Nov 02  ,PS2,Namco  ,Telenet Japan / Wolteam  ,,0.80m,,,0.80m,,,N/A  
2993,Capcom's Soccer Shootout    ,N/A  ,01st Jun 94  ,SNES,Capcom  ,Capcom  ,,0.80m,,,0.80m,,,N/A  
2994,Deadlight    ,N/A  ,25th Oct 12  ,PC,Microsoft Studios  ,Tequila Works  ,0.80m,,,,0.80m,,07th Feb 19,N/A  
2995,Rayman Raving Rabbids 2    ,N/A  ,13th Nov 07  ,DS,Ubisoft  ,Ubisoft Paris  ,,0.80m,0.73m,0.01m,0.80m,0.06m,,N/A  
2996,Alien    ,N/A  ,01st Jan 82  ,2600,20th Century Fox Video Games  ,20th Century Fox Video Games  ,,0.79m,0.74m,0.04m,0.79m,0.01m,,N/A  
2997,Dragon's Dogma    ,N/A  ,22nd May 12  ,X360,Capcom  ,Capcom  ,,0.79m,0.42m,0.24m,0.79m,0.06m,29th Jan 19,N/A  
2998,Invizimals    ,N/A  ,12th Oct 10  ,PSP,Sony Computer Entertainment  ,Novarama  ,,0.79m,0.17m,0.51m,0.79m,0.11m,,N/A  
2999,Guitar Hero: Aerosmith    ,N/A  ,29th Jun 08  ,PS2,Activision  ,BudCat Creations  ,,0.79m,0.61m,0.00m,0.79m,0.18m,,N/A  
3000,Assassin's Creed The Ezio Collection    ,N/A  ,15th Nov 16  ,PS4,Ubisoft  ,Ubisoft  ,,0.79m,0.14m,0.52m,0.79m,0.12m,14th Jan 18,N/A  
3001,Pro Evolution Soccer 2011    ,N/A  ,02nd Nov 10  ,PSP,Konami  ,Konami  ,,0.79m,0.05m,0.30m,0.79m,0.16m,,N/A  
3002,The Sims 2: Castaway    ,N/A  ,22nd Oct 07  ,PSP,Electronic Arts  ,Maxis  ,,0.79m,0.08m,0.46m,0.79m,0.25m,,N/A  
3003,Ridge Racer    ,N/A  ,09th Sep 95  ,PS,Namco  ,Namco  ,,0.79m,,,0.79m,0.05m,,N/A  
3004,All Star Cheer Squad    ,N/A  ,27th Oct 08  ,Wii,THQ  ,Gorilla Systems  ,,0.79m,0.43m,0.29m,0.79m,0.08m,,N/A  
3005,Dead Island: Riptide    ,N/A  ,23rd Apr 13  ,X360,Deep Silver  ,Techland  ,,0.79m,0.44m,0.27m,0.79m,0.07m,15th Mar 18,N/A  
3006,Harvest Moon: A Wonderful Life    ,N/A  ,16th Mar 04  ,GC,Natsume  ,Marvelous Interactive  ,,0.79m,0.61m,0.16m,0.79m,0.02m,,N/A  
3007,Momotarou Dentetsu 7    ,N/A  ,23rd Dec 97  ,PS,Hudson Entertainment  ,Hudson Soft  ,,0.79m,,,0.79m,0.05m,,N/A  
3008,Darksiders II    ,N/A  ,14th Aug 12  ,X360,THQ  ,Vigil Games  ,,0.79m,0.45m,0.27m,0.79m,0.07m,07th Feb 18,N/A  
3009,Motocross Mania    ,N/A  ,09th Jul 01  ,PS,Take-Two Interactive  ,Deibus Studios  ,,0.79m,0.44m,0.30m,0.79m,0.05m,,N/A  
3010,Prototype 2    ,N/A  ,24th Apr 12  ,X360,Activision  ,Radical Entertainment  ,,0.79m,0.48m,0.24m,0.79m,0.06m,,N/A  
3011,NBA 2K16    ,N/A  ,29th Sep 15  ,PS3,2K Sports  ,Visual Concepts  ,,0.79m,0.49m,0.12m,0.79m,0.13m,28th Mar 18,N/A  
3012,Band Hero    ,N/A  ,03rd Nov 09  ,X360,Activision  ,Neversoft Entertainment  ,,0.79m,0.51m,0.21m,0.79m,0.07m,,8.3
3013,Football Manager 2014    ,N/A  ,30th Oct 13  ,PC,Sega  ,Sports Interactive  ,0.79m,,,,0.79m,,21st Mar 18,N/A  
3014,Mega Man 5    ,N/A  ,01st Dec 92  ,NES,Capcom  ,Capcom  ,,0.79m,0.39m,0.07m,0.79m,0.01m,,N/A  
3015,WCW Mayhem    ,N/A  ,22nd Sep 99  ,N64,Electronic Arts  ,Kodiak Interactive  ,,0.79m,0.63m,0.15m,0.79m,0.01m,,N/A  
3016,Dragon Quest Monsters 2    ,N/A  ,06th Feb 14  ,3DS,Square Enix  ,TOSE Software  ,,0.79m,,,0.79m,,07th Jan 18,N/A  
3017,Dance Dance Revolution SuperNOVA 2    ,N/A  ,25th Sep 07  ,PS2,Konami  ,Konami Computer Entertainment Tokyo  ,,0.79m,0.64m,0.03m,0.79m,0.10m,,N/A  
3018,Armored Core 2    ,N/A  ,24th Oct 00  ,PS2,Agetec  ,From Software  ,,0.79m,0.28m,0.22m,0.79m,0.07m,,N/A  
3019,The Godfather II    ,N/A  ,07th Apr 09  ,X360,Electronic Arts  ,EA Redwood Shores  ,,0.79m,0.47m,0.23m,0.79m,0.08m,,8.2
3020,Nidhogg    ,N/A  ,13th Jan 14  ,PC,Messhof  ,Messhof  ,0.79m,,,,0.79m,,09th Sep 18,N/A  
3021,Major League Baseball Featuring Ken Griffey Jr    ,N/A  ,31st May 98  ,N64,Nintendo  ,Angel Studios  ,,0.79m,0.75m,0.03m,0.79m,0.01m,,N/A  
3022,Northgard    ,N/A  ,N/A  ,PC,Unknown  ,Shiro Games  ,0.79m,,,,0.79m,,07th Feb 19,N/A  
3023,NCAA Football 08    ,N/A  ,17th Jul 07  ,PS2,Electronic Arts  ,EA Tiburon  ,,0.79m,0.65m,0.03m,0.79m,0.11m,,N/A  
3024,Star Ocean: The Last Hope    ,8,24th Feb 09  ,X360,Square Enix  ,tri-Ace  ,,0.79m,0.32m,0.20m,0.79m,0.06m,,7.9
3025,FIFA Soccer 2004    ,N/A  ,04th Nov 03  ,XB,EA Sports  ,EA Canada  ,,0.79m,0.24m,0.49m,0.79m,0.05m,,N/A  
3026,Final Fantasy XIV: A Realm Reborn    ,N/A  ,14th Apr 14  ,PS4,Square Enix  ,Square Enix  ,,0.79m,0.35m,0.23m,0.79m,0.12m,23rd Jan 18,N/A  
3027,Red Faction: Armageddon    ,N/A  ,07th Jun 11  ,PC,THQ  ,Volition Inc.  ,0.79m,,,,0.79m,,,N/A  
3028,MadWorld    ,8.1,10th Mar 09  ,Wii,Sega  ,PlatinumGames  ,,0.78m,0.45m,0.24m,0.78m,0.07m,,8.7
3029,Tiger Woods PGA Tour 10    ,N/A  ,08th Jun 09  ,PS3,EA Sports  ,EA Tiburon  ,,0.78m,0.42m,0.25m,0.78m,0.11m,,N/A  
3030,Destiny: The Collection    ,N/A  ,19th Sep 16  ,PS4,Activision  ,Bungie  ,,0.78m,0.24m,0.40m,0.78m,0.12m,14th Sep 18,N/A  
3031,Shadow of the Tomb Raider    ,N/A  ,14th Sep 18  ,XOne,Square Enix  ,Eidos Montreal  ,,0.78m,0.46m,0.25m,0.78m,0.07m,12th Sep 18,N/A  
3032,Too Human    ,N/A  ,19th Aug 08  ,X360,Microsoft Game Studios  ,Silicon Knights  ,,0.78m,0.38m,0.30m,0.78m,0.08m,,6.6
3033,Fight Night Champion    ,N/A  ,01st Mar 11  ,X360,EA Sports  ,EA Canada  ,,0.78m,0.40m,0.31m,0.78m,0.07m,,N/A  
3034,DJ Hero 2    ,N/A  ,19th Oct 10  ,PS3,Activision  ,FreeStyle Games  ,,0.78m,0.49m,0.19m,0.78m,0.10m,,N/A  
3035,Yars' Revenge    ,N/A  ,01st May 82  ,2600,Atari  ,Atari  ,,0.78m,0.73m,0.04m,0.78m,0.01m,,N/A  
3036,Aliens: Colonial Marines    ,N/A  ,12th Feb 13  ,X360,Sega  ,Gearbox Software  ,,0.78m,0.36m,0.35m,0.78m,0.07m,30th Jan 19,N/A  
3037,Personal Trainer: Walking    ,N/A  ,26th May 09  ,DS,Nintendo  ,Creatures Inc.  ,,0.78m,0.22m,0.32m,0.78m,0.07m,,N/A  
3038,LEGO Jurassic World    ,N/A  ,12th Jun 15  ,XOne,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,,0.78m,0.44m,0.27m,0.78m,0.07m,06th Apr 18,N/A  
3039,Secret Agent Barbie: Royal Jewels Mission    ,N/A  ,08th Oct 02  ,GBA,VU Games  ,Digital Illusions  ,,0.78m,0.56m,0.21m,0.78m,0.01m,,N/A  
