,metascore,title,console,date,Global_Sales,User_Score
142,78,MVP Baseball 2003,PC, 2003,0.2,90.0
143,81,Fatal Frame II: Crimson Butterfly,PS2, 2003,0.16,92.0
144,87,Syphon Filter: Dark Mirror,PSP, 2006,0.28,78.0
145,70,Syphon Filter: Dark Mirror,PS2, 2007,0.28,78.0
146,81,Stronghold,PC, 2001,0.11,89.0
147,74,Romance of the Three Kingdoms IX,PS2, 2004,0.07,89.0
148,88,Medieval II: Total War,PC, 2006,0.1,89.0
149,83,MLB 06: The Show,PS2, 2006,0.35,85.0
150,83,MLB 06: The Show,PSP, 2006,0.35,85.0
151,89,Dark Souls,PS3, 2011,0.99,84.0
152,89,Dark Souls,X360, 2011,0.99,84.0
153,94,Metal Gear Solid 3: Subsistence,PS2, 2006,0.55,93.0
154,77,Romance of the Three Kingdoms VIII,PS2, 2003,0.3,89.0
155,79,WWE Day of Reckoning,GC, 2004,0.45,91.0
156,89,Dark Souls III,PS4, 2016,0.07,86.0
157,87,Dark Souls III,XONE, 2016,0.07,86.0
158,89,Dark Souls III,PC, 2016,0.07,86.0
159,65,Gungrave,PS2, 2002,0.19,86.0
160,92,Final Fantasy X,PS2, 2001,8.05,87.0
161,67,Naval Ops: Warship Gunner,PS2, 2003,0.11,89.0
162,89,The Legend of Zelda: Majora's Mask 3D,3DS, 2015,2.34,90.0
163,59,Armored Core: Last Raven,PS2, 2006,0.18,89.0
164,96,Uncharted 2: Among Thieves,PS3, 2009,6.66,88.0
165,86,Professor Layton and the Unwound Future,DS, 2010,3.26,92.0
166,73,Shadow Hearts,PS2, 2001,0.28,88.0
167,89,Rise of Nations,PC, 2003,0.04,90.0
168,87,Metal Gear Solid 2: Substance,PS2, 2003,0.52,90.0
169,87,Metal Gear Solid 2: Substance,XBOX, 2002,0.52,90.0
170,77,Metal Gear Solid 2: Substance,PC, 2003,0.52,90.0
171,82,Kingdom Hearts: Birth by Sleep,PSP, 2010,2.06,86.0
172,72,Buffy the Vampire Slayer: Chaos Bleeds,PS2, 2003,0.03,90.0
173,75,Buffy the Vampire Slayer: Chaos Bleeds,GC, 2003,0.03,90.0
174,73,Buffy the Vampire Slayer: Chaos Bleeds,XBOX, 2003,0.03,90.0
175,83,Donkey Kong Country: Tropical Freeze,WIIU, 2014,1.52,89.0
176,86,Donkey Kong Country: Tropical Freeze,Switch, 2018,1.52,89.0
177,96,Mass Effect 2,X360, 2010,0.39,88.0
178,94,Mass Effect 2,PC, 2010,0.39,88.0
179,94,Mass Effect 2,PS3, 2011,0.39,88.0
180,85,Cities: Skylines,PC, 2015,0.14,89.0
181,68,NASCAR 07,PS2, 2006,0.04,70.0
182,72,NASCAR 07,XBOX, 2006,0.04,70.0
183,67,Haunting Ground,PS2, 2005,0.07,88.0
184,92,Bloodborne,PS4, 2015,2.48,86.0
185,76,Blood Omen 2,XBOX, 2002,0.19,90.0
186,67,Blood Omen 2,PS2, 2002,0.19,90.0
187,71,Blood Omen 2,GC, 2002,0.19,90.0
188,66,Blood Omen 2,PC, 2002,0.19,90.0
189,92,SSX Tricky,PS2, 2001,0.43,85.0
190,88,SSX Tricky,XBOX, 2001,0.43,85.0
191,87,SSX Tricky,GC, 2001,0.43,85.0
192,93,Virtua Fighter 4: Evolution,PS2, 2003,0.71,90.0
193,81,Ratchet: Deadlocked,PS2, 2005,1.24,89.0
194,81,Hitman: Blood Money,XBOX, 2006,0.03,88.0
195,82,Hitman: Blood Money,PC, 2006,0.03,88.0
196,82,Hitman: Blood Money,X360, 2006,0.03,88.0
197,83,Hitman: Blood Money,PS2, 2006,0.03,88.0
198,78,Killzone: Mercenary,VITA, 2013,0.8,89.0
199,82,Mega Man Zero,GBA, 2002,0.55,89.0
200,76,NFL Blitz 20-02,PS2, 2002,0.28,89.0
201,92,SoulCalibur II,XBOX, 2003,1.0,89.0
202,92,SoulCalibur II,PS2, 2003,1.0,89.0
203,93,SoulCalibur II,GC, 2003,1.0,89.0
204,70,Nobunaga's Ambition: Rise to Power,PS2, 2008,0.08,88.0
205,87,Football Manager 2010,PC, 2009,0.07,90.0
206,87,Plants vs. Zombies,PC, 2009,0.05,89.0
207,89,Plants vs. Zombies,X360, 2010,0.05,89.0
208,85,Plants vs. Zombies,PS3, 2011,0.05,89.0
209,77,Plants vs. Zombies,VITA, 2012,0.05,89.0
210,81,Plants vs. Zombies,DS, 2011,0.05,89.0
211,90,Advance Wars: Dual Strike,DS, 2005,0.39,90.0
212,86,Max Payne 2: The Fall of Max Payne,PC, 2003,0.03,90.0
213,84,Max Payne 2: The Fall of Max Payne,XBOX, 2003,0.03,90.0
214,73,Max Payne 2: The Fall of Max Payne,PS2, 2003,0.03,90.0
215,66,Tomb Raider: The Prophecy,GBA, 2002,0.14,88.0
216,89,Demon's Souls,PS3, 2009,1.82,89.0
217,81,Deus Ex: The Conspiracy,PS2, 2002,0.21,89.0
218,74,Greg Hastings' Tournament Paintball,XBOX, 2004,0.54,92.0
219,93,God of War II,PS2, 2007,4.07,89.0
220,88,Final Fantasy Tactics: The War of the Lions,PSP, 2007,1.16,80.0
221,85,Hot Shots Golf 3,PS2, 2002,2.89,89.0
222,88,Mario Kart 8,WIIU, 2014,7.09,91.0
223,91,Spyro: Year of the Dragon,PS, 2000,3.71,88.0
224,77,Resident Evil 2,DC, 2000,0.06,85.0
225,59,Resident Evil 2,GC, 2003,0.06,85.0
226,74,Fatal Frame,PS2, 2002,0.06,86.0
227,77,Fatal Frame,XBOX, 2002,0.06,86.0
228,89,The Elder Scrolls III: Morrowind,PC, 2002,2.86,87.0
229,87,The Elder Scrolls III: Morrowind,XBOX, 2002,2.86,87.0
230,93,Super Smash Bros. Brawl,WII, 2008,12.84,89.0
231,86,Katamari Damacy,PS2, 2004,0.73,90.0
232,65,Taz Wanted,PS2, 2002,0.08,70.0
233,85,Fire Emblem: Path of Radiance,GC, 2005,0.54,89.0
234,89,Age of Mythology,PC, 2002,0.09,89.0
235,89,Metroid: Zero Mission,GBA, 2004,0.84,90.0
236,88,Tiger Woods PGA Tour 2003,PS2, 2002,0.23,80.0
237,88,Tiger Woods PGA Tour 2003,XBOX, 2002,0.23,80.0
238,90,Tiger Woods PGA Tour 2003,GC, 2002,0.23,80.0
239,92,Tiger Woods PGA Tour 2003,PC, 2002,0.23,80.0
240,85,Freelancer,PC, 2003,0.05,90.0
241,88,Tiger Woods PGA Tour 2005,XBOX, 2004,0.01,45.0
242,88,Tiger Woods PGA Tour 2005,PS2, 2004,0.01,45.0
243,91,Tiger Woods PGA Tour 2005,PC, 2004,0.01,45.0
244,88,Counter-Strike: Source,PC, 2004,0.08,89.0
245,85,Fire Emblem: The Sacred Stones,GBA, 2005,0.89,91.0
246,93,Skies of Arcadia,DC, 2000,0.09,94.0
247,83,Metal Gear Solid,PC, 2000,6.03,94.0
248,83,Breath of Fire IV,PS, 2000,0.56,89.0
249,85,Silent Hill 3,PS2, 2003,0.71,88.0
250,72,Silent Hill 3,PC, 2004,0.71,88.0
251,90,TimeSplitters 2,PS2, 2002,0.44,90.0
252,88,TimeSplitters 2,GC, 2002,0.44,90.0
253,88,TimeSplitters 2,XBOX, 2002,0.44,90.0
254,85,Shadow Hearts: Covenant,PS2, 2004,0.24,91.0
255,81,Supreme Commander: Forged Alliance,PC, 2007,0.04,89.0
256,78,Donkey Kong Country,GBA, 2003,2.04,89.0
257,92,ESPN NFL 2K5,XBOX, 2004,1.63,91.0
258,90,ESPN NFL 2K5,PS2, 2004,1.63,91.0
259,85,Rollcage Stage II,PS, 2000,0.09,89.0
260,93,Super Mario 3D World,WIIU, 2013,4.32,90.0
261,80,Tom Clancy's Ghost Recon 2,XBOX, 2004,0.07,14.0
262,58,Tom Clancy's Ghost Recon 2,PS2, 2004,0.07,14.0
263,54,Tom Clancy's Ghost Recon 2,GC, 2005,0.07,14.0
264,83,Def Jam: Fight for NY,PS2, 2004,0.54,85.0
265,84,Def Jam: Fight for NY,XBOX, 2004,0.54,85.0
266,78,Culdcept,PS2, 2003,0.03,89.0
267,86,Lunar 2: Eternal Blue Complete,PS, 2000,0.35,89.0
268,84,Midnight Club 3: DUB Edition,PS2, 2005,0.74,74.0
269,74,Midnight Club 3: DUB Edition,PSP, 2005,0.74,74.0
270,84,Midnight Club 3: DUB Edition,XBOX, 2005,0.74,74.0
271,74,Armored Core 3,PS2, 2002,0.67,90.0
272,88,Tactics Ogre: The Knight of Lodis,GBA, 2002,0.5,91.0
273,87,Tearaway,VITA, 2013,0.61,89.0
274,79,Downhill Domination,PS2, 2003,0.47,89.0
275,78,Fatal Frame III: The Tormented,PS2, 2005,0.08,89.0
276,91,Ninja Gaiden,XBOX, 2004,1.23,88.0
277,70,Ty the Tasmanian Tiger,PS2, 2002,0.18,85.0
278,68,Ty the Tasmanian Tiger,XBOX, 2002,0.18,85.0
279,69,Ty the Tasmanian Tiger,GC, 2002,0.18,85.0
280,77,Shining Force: Resurrection of the Dark Dragon,GBA, 2004,0.08,88.0
281,80,Donkey Kong Country 2,GBA, 2004,1.23,91.0
282,85,Metal Gear Solid: The Twin Snakes,GC, 2004,0.47,90.0
283,83,Crisis Core: Final Fantasy VII,PSP, 2008,3.18,80.0
284,92,Journey,PS3, 2012,0.21,88.0
285,92,Journey,PS4, 2015,0.21,88.0
286,76,Rayman 3: Hoodlum Havoc,PS2, 2003,0.03,83.0
287,75,Rayman 3: Hoodlum Havoc,XBOX, 2003,0.03,83.0
288,77,Rayman 3: Hoodlum Havoc,GC, 2003,0.03,83.0
289,74,Rayman 3: Hoodlum Havoc,PC, 2003,0.03,83.0
290,65,NHL Rivals 2004,XBOX, 2003,0.11,88.0
291,73,Samurai Warriors,PS2, 2004,0.07,90.0
292,71,Samurai Warriors,XBOX, 2004,0.07,90.0
293,65,Digimon Rumble Arena 2,XBOX, 2004,0.02,88.0
294,63,Digimon Rumble Arena 2,PS2, 2004,0.02,88.0
295,62,NFL GameDay 2002,PS, 2001,0.38,46.0
296,51,NFL GameDay 2002,PS2, 2001,0.38,46.0
297,88,Crimson Skies: High Road to Revenge,XBOX, 2003,0.87,88.0
298,81,Valkyrie Profile,PS, 2000,0.81,88.0
299,82,Dawn of Discovery,PC, 2009,0.11,73.0
300,81,Dawn of Discovery,WII, 2009,0.11,73.0
301,82,Dawn of Discovery,DS, 2009,0.11,73.0
302,88,Zero Escape: Virtue's Last Reward,3DS, 2012,0.03,88.0
303,84,Zero Escape: Virtue's Last Reward,VITA, 2012,0.03,88.0
304,73,Dance Dance Revolution SuperNOVA,PS2, 2006,1.04,87.0
305,88,Super Mario Maker,WIIU, 2015,3.21,87.0
306,76,Kirby Super Star Ultra,DS, 2008,2.92,88.0
307,66,NeoGeo Battle Coliseum,PS2, 2007,0.33,88.0
308,74,NFL Fever 2004,XBOX, 2003,0.32,88.0
309,65,Obscure,PS2, 2005,0.04,84.0
310,66,Obscure,XBOX, 2005,0.04,84.0
311,63,Obscure,PC, 2005,0.04,84.0
312,73,Mega Man X Collection,PS2, 2006,0.13,92.0
313,75,Mega Man X Collection,GC, 2006,0.13,92.0
314,75,Prince of Persia: The Sands of Time,GBA, 2003,0.15,88.0
315,92,Prince of Persia: The Sands of Time,PS2, 2003,0.15,88.0
316,89,Prince of Persia: The Sands of Time,PC, 2003,0.15,88.0
317,92,Prince of Persia: The Sands of Time,GC, 2003,0.15,88.0
318,92,Prince of Persia: The Sands of Time,XBOX, 2003,0.15,88.0
319,75,Jurassic Park: Operation Genesis,PS2, 2003,0.02,87.0
320,72,Jurassic Park: Operation Genesis,PC, 2003,0.02,87.0
321,69,Jurassic Park: Operation Genesis,XBOX, 2003,0.02,87.0
322,75,The Lost Vikings,GBA, 2003,0.05,91.0
323,75,Legacy of Kain: Defiance,PS2, 2003,0.01,87.0
324,70,Legacy of Kain: Defiance,PC, 2003,0.01,87.0
325,74,Legacy of Kain: Defiance,XBOX, 2003,0.01,87.0
326,73,Test Drive: Eve of Destruction,PS2, 2004,0.09,87.0
327,72,Test Drive: Eve of Destruction,XBOX, 2004,0.09,87.0
328,86,Bayonetta,WIIU, 2014,0.93,80.0
329,90,Bayonetta,PC, 2017,0.93,80.0
330,84,Bayonetta,Switch, 2018,0.93,80.0
331,90,Bayonetta,X360, 2010,0.93,80.0
332,87,Bayonetta,PS3, 2010,0.93,80.0
333,81,Danganronpa 2: Goodbye Despair,VITA, 2014,0.17,87.0
334,81,Tom Clancy's Ghost Recon: Island Thunder,XBOX, 2003,0.87,88.0
335,82,Tom Clancy's Ghost Recon: Island Thunder,PC, 2002,0.87,88.0
336,77,The Suffering,XBOX, 2004,0.22,88.0
337,77,The Suffering,PS2, 2004,0.22,88.0
338,80,The Suffering,PC, 2004,0.22,88.0
339,71,Grandia II,PS2, 2002,0.2,88.0
340,90,Grandia II,DC, 2000,0.2,88.0
341,70,Grandia II,PC, 2002,0.2,88.0
342,77,NFL Street 2,PS2, 2004,0.48,65.0
343,77,NFL Street 2,GC, 2004,0.48,65.0
344,78,NFL Street 2,XBOX, 2004,0.48,65.0
345,58,Samurai Warriors 2,PS2, 2006,0.08,87.0
346,52,Samurai Warriors 2,X360, 2006,0.08,87.0
347,86,We Love Katamari,PS2, 2005,0.52,89.0
348,80,LEGO Star Wars: The Complete Saga,WII, 2007,2.29,67.0
349,80,LEGO Star Wars: The Complete Saga,X360, 2007,2.29,67.0
350,80,LEGO Star Wars: The Complete Saga,PS3, 2007,2.29,67.0
351,80,LEGO Star Wars: The Complete Saga,DS, 2007,2.29,67.0
352,59,Samurai Jack: The Shadow of Aku,PS2, 2004,0.06,84.0
353,59,Samurai Jack: The Shadow of Aku,GC, 2004,0.06,84.0
354,83,Sly 3: Honor Among Thieves,PS2, 2005,0.83,88.0
355,88,Psychonauts,XBOX, 2005,0.09,87.0
356,87,Psychonauts,PC, 2005,0.09,87.0
357,86,Psychonauts,PS2, 2005,0.09,87.0
358,81,The Witcher,PC, 2007,0.06,88.0
359,75,All-Star Baseball 2005,XBOX, 2004,0.15,88.0
360,72,All-Star Baseball 2005,PS2, 2004,0.15,88.0
361,88,Fight Night Round 2,PS2, 2005,0.17,79.0
362,88,Fight Night Round 2,XBOX, 2005,0.17,79.0
363,87,Fight Night Round 2,GC, 2005,0.17,79.0
364,82,Dance Dance Revolution Ultramix,XBOX, 2003,0.54,88.0
365,69,Scaler,XBOX, 2004,0.04,73.0
366,70,Scaler,PS2, 2004,0.04,73.0
367,69,Scaler,GC, 2004,0.04,73.0
368,76,Kingdom Hearts: Chain of Memories,GBA, 2004,1.85,79.0
369,81,NHL Hitz Pro,XBOX, 2003,0.04,78.0
370,79,NHL Hitz Pro,PS2, 2003,0.04,78.0
371,81,NHL Hitz Pro,GC, 2003,0.04,78.0
372,82,NCAA March Madness 2004,PS2, 2003,1.03,88.0
373,77,Dragon Ball Z: Budokai 3,PS2, 2004,1.94,89.0
374,68,Monster Hunter,PS2, 2004,0.5,89.0
375,83,TimeSplitters: Future Perfect,XBOX, 2005,0.08,91.0
376,84,TimeSplitters: Future Perfect,PS2, 2005,0.08,91.0
377,82,TimeSplitters: Future Perfect,GC, 2005,0.08,91.0
378,90,Burnout Revenge,PS2, 2005,0.5,81.0
379,89,Burnout Revenge,XBOX, 2005,0.5,81.0
380,89,Burnout Revenge,X360, 2006,0.5,81.0
381,58,Delta Force: Black Hawk Down,PS2, 2005,0.34,66.0
382,77,Delta Force: Black Hawk Down,PC, 2003,0.34,66.0
383,61,Delta Force: Black Hawk Down,XBOX, 2005,0.34,66.0
384,75,Tak 2: The Staff of Dreams,GC, 2004,0.33,86.0
385,71,Tak 2: The Staff of Dreams,PS2, 2004,0.33,86.0
386,68,Mytran Wars,PSP, 2009,0.12,88.0
387,67,Harry Potter and the Prisoner of Azkaban,XBOX, 2004,0.04,72.0
388,70,Harry Potter and the Prisoner of Azkaban,PS2, 2004,0.04,72.0
389,69,Harry Potter and the Prisoner of Azkaban,GBA, 2004,0.04,72.0
390,67,Harry Potter and the Prisoner of Azkaban,GC, 2004,0.04,72.0
391,67,Harry Potter and the Prisoner of Azkaban,PC, 2004,0.04,72.0
392,75,Dynasty Warriors 2,PS2, 2000,0.83,88.0
393,81,SOCOM: U.S. Navy SEALs Fireteam Bravo 2,PSP, 2006,1.05,90.0
394,84,Disgaea: Hour of Darkness,PS2, 2003,0.33,89.0
395,80,MLB Power Pros,PS2, 2007,0.11,88.0
396,83,MLB Power Pros,WII, 2007,0.11,88.0
397,85,Tony Hawk's Underground,XBOX, 2003,0.6,77.0
398,90,Tony Hawk's Underground,PS2, 2003,0.6,77.0
399,89,Tony Hawk's Underground,GC, 2003,0.6,77.0
400,86,Tony Hawk's Underground,GBA, 2003,0.6,77.0
401,77,Kelly Slater's Pro Surfer,PS2, 2002,0.1,80.0
402,80,Kelly Slater's Pro Surfer,XBOX, 2002,0.1,80.0
403,81,Onimusha: Dawn of Dreams,PS2, 2006,0.64,89.0
404,54,Star Trek: Conquest,PS2, 2007,0.11,91.0
405,49,Star Trek: Conquest,WII, 2007,0.11,91.0
406,63,Battlestar Galactica,XBOX, 2003,0.16,68.0
407,66,Battlestar Galactica,PS2, 2003,0.16,68.0
408,55,Battlestar Galactica,X360, 2007,0.16,68.0
409,87,Tactics Ogre: Let Us Cling Together,PSP, 2011,0.53,88.0
410,82,SOCOM 3: U.S. Navy SEALs,PS2, 2005,1.69,88.0
411,78,Hitman: Contracts,XBOX, 2004,0.34,88.0
412,80,Hitman: Contracts,PS2, 2004,0.34,88.0
413,74,Hitman: Contracts,PC, 2004,0.34,88.0
414,80,The Wolf Among Us,PC, 2013,0.03,77.0
415,87,Spider-Man,PS, 2000,3.13,90.0
416,68,Spider-Man,PC, 2001,3.13,90.0
417,80,Spider-Man,DC, 2001,3.13,90.0
418,72,Spider-Man,N64, 2000,3.13,90.0
419,83,Ghost Trick: Phantom Detective,DS, 2011,0.38,90.0
420,77,Monster Rancher 4,PS2, 2003,0.34,91.0
421,84,Psi-Ops: The Mindgate Conspiracy,PS2, 2004,0.17,79.0
422,84,Psi-Ops: The Mindgate Conspiracy,XBOX, 2004,0.17,79.0
423,92,Eternal Darkness: Sanity's Requiem,GC, 2002,0.44,87.0
424,83,NBA Ballers,PS2, 2004,0.51,81.0
425,82,NBA Ballers,XBOX, 2004,0.51,81.0
426,86,Winning Eleven: Pro Evolution Soccer 2007,PS2, 2007,0.1,65.0
427,81,Winning Eleven: Pro Evolution Soccer 2007,PSP, 2007,0.1,65.0
428,79,Winning Eleven: Pro Evolution Soccer 2007,X360, 2007,0.1,65.0
429,86,IL-2 Sturmovik: 1946,PC, 2007,0.04,88.0
430,63,Dragon Ball Z: Tenkaichi Tag Team,PSP, 2010,0.26,86.0
431,77,Secret Weapons Over Normandy,XBOX, 2003,0.25,88.0
432,81,Secret Weapons Over Normandy,PS2, 2003,0.25,88.0
433,72,Secret Weapons Over Normandy,PC, 2003,0.25,88.0
434,85,Syphon Filter: Logan's Shadow,PSP, 2007,0.46,88.0
435,74,Pirates: The Legend of Black Kat,XBOX, 2002,0.14,79.0
436,72,Pirates: The Legend of Black Kat,PS2, 2002,0.14,79.0
437,79,Space Channel 5 Special Edition,PS2, 2003,0.08,86.0
438,85,Astro Boy: Omega Factor,GBA, 2004,0.09,86.0
439,79,Sphinx and the Cursed Mummy,GC, 2003,0.12,91.0
440,78,Sphinx and the Cursed Mummy,PS2, 2003,0.12,91.0
441,79,Sphinx and the Cursed Mummy,XBOX, 2003,0.12,91.0
442,94,Metal Gear Solid 4: Guns of the Patriots,PS3, 2008,5.99,87.0
443,76,Dance Dance Revolution Extreme 2,PS2, 2005,1.14,90.0
444,83,Harvest Moon: Magical Melody,GC, 2006,0.24,89.0
445,69,Harvest Moon: Magical Melody,WII, 2009,0.24,89.0
446,95,Grand Theft Auto: Vice City,PS2, 2002,0.04,88.0
447,94,Grand Theft Auto: Vice City,PC, 2003,0.04,88.0
448,89,NHL 2002,XBOX, 2001,0.27,88.0
449,92,NHL 2002,PS2, 2001,0.27,88.0
450,87,NHL 2002,PC, 2001,0.27,88.0
451,63,Seek and Destroy,PS2, 2002,1.06,88.0
452,74,Dai Senryaku VII: Modern Military Tactics,XBOX, 2005,0.04,88.0
453,87,Commandos 2: Men of Courage,PC, 2001,0.07,84.0
454,67,Commandos 2: Men of Courage,XBOX, 2002,0.07,84.0
455,67,Commandos 2: Men of Courage,PS2, 2002,0.07,84.0
456,77,Tom Clancy's Splinter Cell,GBA, 2003,0.1,86.0
457,93,Tom Clancy's Splinter Cell,XBOX, 2002,0.1,86.0
458,89,Tom Clancy's Splinter Cell,GC, 2003,0.1,86.0
459,91,Tom Clancy's Splinter Cell,PC, 2003,0.1,86.0
460,89,Tom Clancy's Splinter Cell,PS2, 2003,0.1,86.0
461,84,Tony Hawk's Pro Skater 2,N64, 2001,1.18,75.0
462,91,Tony Hawk's Pro Skater 2,PC, 2000,1.18,75.0
463,98,Tony Hawk's Pro Skater 2,PS, 2000,1.18,75.0
464,95,Tony Hawk's Pro Skater 2,GBA, 2001,1.18,75.0
465,97,Tony Hawk's Pro Skater 2,DC, 2000,1.18,75.0
466,93,Company of Heroes,PC, 2006,0.05,88.0
467,86,Fight Night Round 3,X360, 2006,0.33,90.0
468,83,Fight Night Round 3,XBOX, 2006,0.33,90.0
469,84,Fight Night Round 3,PS2, 2006,0.33,90.0
470,74,Fight Night Round 3,PSP, 2006,0.33,90.0
471,83,Fight Night Round 3,PS3, 2006,0.33,90.0
472,85,Midnight Club 3: DUB Edition Remix,PS2, 2006,0.2,53.0
473,87,Midnight Club 3: DUB Edition Remix,XBOX, 2006,0.2,53.0
474,78,Hatsune Miku: Project Diva F 2nd,PS3, 2014,0.25,86.0
475,81,Hatsune Miku: Project Diva F 2nd,VITA, 2014,0.25,86.0
476,84,LEGO Star Wars II: The Original Trilogy,PS2, 2006,0.02,82.0
477,83,LEGO Star Wars II: The Original Trilogy,PSP, 2006,0.02,82.0
478,86,LEGO Star Wars II: The Original Trilogy,PC, 2006,0.02,82.0
479,81,LEGO Star Wars II: The Original Trilogy,X360, 2006,0.02,82.0
480,81,Mortal Kombat: Deception,XBOX, 2004,0.11,89.0
481,77,Mortal Kombat: Deception,GC, 2005,0.11,89.0
482,81,Mortal Kombat: Deception,PS2, 2004,0.11,89.0
483,80,Capcom vs. SNK 2 EO,XBOX, 2003,0.1,87.0
484,68,Capcom vs. SNK 2 EO,GC, 2002,0.1,87.0
485,77,Gun,PS2, 2005,0.18,86.0
486,77,Gun,GC, 2005,0.18,86.0
487,76,Gun,PC, 2005,0.18,86.0
488,75,Gun,X360, 2005,0.18,86.0
489,79,Gun,XBOX, 2005,0.18,86.0
490,91,The Operative: No One Lives Forever,PC, 2000,0.14,80.0
491,67,The Operative: No One Lives Forever,PS2, 2002,0.14,80.0
492,78,Klonoa 2: Dream Champ Tournament,GBA, 2005,0.03,93.0
493,85,Tony Hawk's Pro Skater 4,GBA, 2002,0.57,88.0
494,91,Tony Hawk's Pro Skater 4,GC, 2002,0.57,88.0
495,90,Tony Hawk's Pro Skater 4,XBOX, 2002,0.57,88.0
496,94,Tony Hawk's Pro Skater 4,PS2, 2002,0.57,88.0
497,88,Tony Hawk's Pro Skater 4,PC, 2003,0.57,88.0
498,85,World Series Baseball,XBOX, 2002,0.23,88.0
499,94,Chrono Cross,PS, 2000,1.86,81.0
500,80,Spider-Man 2,PS2, 2004,0.49,50.0
501,80,Spider-Man 2,GC, 2004,0.49,50.0
502,83,Spider-Man 2,XBOX, 2004,0.49,50.0
503,65,Spider-Man 2,GBA, 2004,0.49,50.0
504,67,Spider-Man 2,PSP, 2005,0.49,50.0
505,61,Spider-Man 2,DS, 2004,0.49,50.0
506,86,Suikoden III,PS2, 2002,0.98,77.0
507,73,Dead to Rights,PS2, 2002,0.14,87.0
508,77,Dead to Rights,GC, 2002,0.14,87.0
509,73,Dead to Rights,XBOX, 2002,0.14,87.0
510,67,Dead to Rights,PC, 2003,0.14,87.0
511,91,The Longest Journey,PC, 2000,0.02,89.0
512,88,Dead Space,PS3, 2008,0.59,80.0
513,89,Dead Space,X360, 2008,0.59,80.0
514,86,Dead Space,PC, 2008,0.59,80.0
515,80,NFL Street,PS2, 2004,0.35,80.0
516,81,NFL Street,XBOX, 2004,0.35,80.0
517,81,NFL Street,GC, 2004,0.35,80.0
518,87,Animal Crossing,GC, 2002,3.15,89.0
519,85,Giants: Citizen Kabuto,PC, 2000,0.06,69.0
520,79,Giants: Citizen Kabuto,PS2, 2001,0.06,69.0
521,62,Hogs of War,PS, 2000,0.02,88.0
522,88,Diablo II,PC, 2000,0.13,88.0
523,85,Final Fantasy IV,DS, 2008,1.21,77.0
524,93,Unreal Tournament 2004,PC, 2004,0.02,89.0
525,93,World Soccer Winning Eleven 7 International,PS2, 2004,2.9,90.0
526,92,World Soccer Winning Eleven 7 International,PC, 2004,2.9,90.0
527,88,NCAA Football 2005,PS2, 2004,0.22,90.0
528,88,NCAA Football 2005,GC, 2004,0.22,90.0
529,89,NCAA Football 2005,XBOX, 2004,0.22,90.0
530,80,NBA Live 2004,PC, 2003,0.27,90.0
531,85,NBA Live 2004,XBOX, 2003,0.27,90.0
532,84,NBA Live 2004,GC, 2003,0.27,90.0
533,86,NBA Live 2004,PS2, 2003,0.27,90.0
534,80,Wakeboarding Unleashed Featuring Shaun Murray,XBOX, 2003,0.05,88.0
535,83,Wakeboarding Unleashed Featuring Shaun Murray,PS2, 2003,0.05,88.0
536,80,MX Unleashed,PS2, 2004,0.44,93.0
537,81,MX Unleashed,XBOX, 2004,0.44,93.0
538,77,Knights of Honor,PC, 2005,0.03,91.0
539,90,The Sims 2,PC, 2004,0.25,71.0
540,58,The Sims 2,GBA, 2005,0.25,71.0
541,73,The Sims 2,GC, 2005,0.25,71.0
542,75,The Sims 2,XBOX, 2005,0.25,71.0
543,65,The Sims 2,PSP, 2005,0.25,71.0
544,70,The Sims 2,DS, 2005,0.25,71.0
545,75,The Sims 2,PS2, 2005,0.25,71.0
546,86,Patapon,PSP, 2008,0.81,87.0
547,72,Patapon,PS4, 2017,0.81,87.0
548,92,Metroid Prime 2: Echoes,GC, 2004,1.33,88.0
549,60,King's Field: The Ancient City,PS2, 2002,0.1,85.0
550,90,Unreal Tournament,DC, 2001,0.58,68.0
551,77,Unreal Tournament,PS2, 2000,0.58,68.0
552,82,NBA Live 2003,XBOX, 2002,0.3,82.0
553,83,NBA Live 2003,PS2, 2002,0.3,82.0
554,82,NBA Live 2003,GC, 2002,0.3,82.0
555,80,NBA Live 2003,PC, 2002,0.3,82.0
556,85,The Sly Collection,PS3, 2010,0.68,88.0
557,80,The Sly Collection,VITA, 2014,0.68,88.0
558,76,Tokyo Xtreme Racer Zero,PS2, 2001,1.5,89.0
559,76,Mega Man X5,PS, 2001,0.75,89.0
560,89,Tiger Woods PGA Tour 2004,PS2, 2003,0.16,78.0
561,89,Tiger Woods PGA Tour 2004,GC, 2003,0.16,78.0
562,89,Tiger Woods PGA Tour 2004,XBOX, 2003,0.16,78.0
563,88,Tiger Woods PGA Tour 2004,PC, 2003,0.16,78.0
564,77,Ape Escape 3,PS2, 2006,0.13,85.0
565,78,Tony Hawk's Pro Skater 2x,XBOX, 2001,0.63,88.0
566,90,Jak and Daxter: The Precursor Legacy,PS2, 2001,3.64,87.0
567,90,Assassin's Creed II,X360, 2009,0.55,69.0
568,91,Assassin's Creed II,PS3, 2009,0.55,69.0
569,86,Assassin's Creed II,PC, 2010,0.55,69.0
570,89,The Beatles: Rock Band,WII, 2009,1.12,87.0
571,88,The Beatles: Rock Band,PS3, 2009,1.12,87.0
572,89,The Beatles: Rock Band,X360, 2009,1.12,87.0
573,83,Kid Icarus: Uprising,3DS, 2012,1.27,87.0
