,console,date,metascore,name,tot_sale,userscore
6109,X360,2009,43.0,Star Wars The Clone Wars: Republic Heroes,0.39,63.0
6110,X360,2012,80.0,The Darkness II,0.39,75.0
6111,X360,2006,82.0,Hitman: Blood Money,0.39,87.0
6112,X360,2010,55.0,Marvel Super Hero Squad: The Infinity Gauntlet,0.15,63.0
6113,X360,2009,42.0,G.I. Joe: The Rise of Cobra,0.24,47.0
6114,X360,2009,62.0,Wanted: Weapons of Fate,0.37,75.0
6115,X360,2009,48.0,Stormrise,0.15,68.0
6116,X360,2011,47.0,X-Men: Destiny,0.24,50.0
6117,X360,2011,72.0,Dungeon Siege III,0.37,59.0
6118,X360,2006,80.0,Tomb Raider: Legend,0.37,73.0
6119,X360,2005,75.0,Quake 4,0.37,67.0
6120,X360,2013,80.0,Pro Evolution Soccer 2014,0.24,43.0
6121,X360,2007,55.0,Kingdom Under Fire: Circle of Doom,0.37,59.0
6122,X360,2009,66.0,Trivial Pursuit,0.37,64.0
6123,X360,2006,66.0,Major League Baseball 2K6,0.37,39.0
6124,X360,2008,44.0,Hellboy: The Science of Evil,0.11,57.0
6125,X360,2010,42.0,CSI: Fatal Conspiracy,0.17,48.0
6126,X360,2009,65.0,Afro Samurai,0.24,62.0
6127,X360,2009,62.0,Divinity II: Ego Draconis,0.24,64.0
6128,X360,2012,77.0,Birds of Steel,0.15,89.0
6129,X360,2009,54.0,Cars: Race-O-Rama,0.15,58.0
6130,X360,2006,52.0,Samurai Warriors 2,0.08,87.0
6131,X360,2006,62.0,Rumble Roses XX,0.13,66.0
6132,X360,2013,33.0,Farming Simulator 2013,0.38,62.0
6133,X360,2011,71.0,Red Faction: Armageddon,0.39,70.0
6134,X360,2006,64.0,Project Sylpheed: Arc of Deception,0.15,86.0
6135,X360,2010,68.0,EA Sports Active 2,0.39,54.0
6136,X360,2011,77.0,de Blob 2,0.15,75.0
6137,X360,2007,74.0,World Series of Poker 2008: Battle for the Bracelets,0.08,67.0
6138,X360,2009,60.0,Chaotic: Shadow Warriors,0.16,50.0
6139,X360,2011,66.0,Fantastic Pets,0.41,75.0
6140,X360,2006,77.0,Battlefield 2: Modern Combat,0.41,73.0
6141,X360,2014,60.0,Pac-Man and the Ghostly Adventures 2,0.11,65.0
6142,X360,2006,80.0,MotoGP '06,0.14,77.0
6143,X360,2010,62.0,Shrek: Forever After,0.11,62.0
6144,X360,2014,74.0,2014 FIFA World Cup Brazil,0.42,44.0
6145,X360,2008,53.0,Disney Sing It,0.43,52.0
6146,X360,2012,60.0,Risen 2: Dark Waters,0.14,60.0
6147,X360,2011,35.0,NCIS,0.14,47.0
6148,X360,2013,90.0,Rayman Legends,0.43,82.0
6149,X360,2008,63.0,AC/DC LIVE: Rock Band Track Pack,0.23,49.0
6150,X360,2012,77.0,Devil May Cry HD Collection,0.43,84.0
6151,X360,2006,53.0,Cabela's African Safari,0.14,50.0
6152,X360,2010,60.0,Create,0.14,58.0
6153,X360,2009,62.0,Heroes over Europe,0.14,81.0
6154,X360,2006,73.0,Just Cause,0.14,72.0
6155,X360,2013,62.0,Deadpool,0.43,74.0
6156,X360,2009,50.0,X-Blades,0.14,54.0
6157,X360,2006,38.0,Kengo: Legend of The 9,0.07,41.0
6158,X360,2010,58.0,How to Train Your Dragon,0.14,76.0
6159,X360,2007,80.0,FlatOut: Ultimate Carnage,0.11,88.0
6160,X360,2007,72.0,Blazing Angels 2: Secret Missions of WWII,0.14,78.0
6161,X360,2014,64.0,F1 2014,0.23,41.0
6162,X360,2011,84.0,Child of Eden,0.44,77.0
6163,X360,0,78.0,Bejeweled 3,0.14,84.0
6164,X360,2009,59.0,Dynasty Warriors: Strikeforce,0.23,57.0
6165,X360,2009,71.0,Guitar Hero: Smash Hits,0.42,59.0
6166,X360,2008,70.0,NCAA Basketball 09,0.22,56.0
6167,X360,2011,38.0,Thor: God of Thunder,0.14,57.0
6168,X360,2006,70.0,Full Auto,0.22,78.0
6169,X360,2010,75.0,Green Day: Rock Band,0.41,66.0
6170,X360,2011,84.0,Top Spin 4,0.41,82.0
6171,X360,2007,71.0,NHL 2K8,0.13,74.0
6172,X360,2010,72.0,Divinity II: The Dragon Knight Saga,0.13,78.0
6173,X360,2011,39.0,The Cursed Crusade,0.15,44.0
6174,X360,2007,70.0,TimeShift,0.41,79.0
6175,X360,2011,61.0,Hunted: The Demon's Forge,0.22,60.0
6176,X360,2014,62.0,Naruto Shippuden: Ultimate Ninja Storm Revolution,0.22,73.0
6177,X360,2013,68.0,Earth Defense Force 2025,0.15,81.0
6178,X360,2009,69.0,NHL 2K10,0.15,79.0
6179,X360,2012,75.0,DiRT Showdown,0.23,64.0
6180,X360,2005,81.0,Condemned: Criminal Origins,0.41,82.0
6181,X360,2011,26.0,Hulk Hogan's Main Event,0.13,22.0
6182,X360,2006,66.0,Blazing Angels: Squadrons of WWII,0.42,79.0
6183,X360,2010,51.0,Cabela's North American Adventures,0.11,90.0
6184,X360,2010,84.0,Vanquish,0.42,84.0
6185,X360,2009,75.0,Tropico 3,0.22,66.0
6186,X360,2009,61.0,Ben 10 Alien Force: Vilgax Attacks,0.22,83.0
6187,X360,2012,76.0,Spec Ops: The Line,0.42,82.0
6188,X360,2011,47.0,Family Feud: 2012 Edition,0.1,53.0
6189,X360,2007,58.0,Cars: Mater-National Championship,0.14,78.0
6190,X360,2012,49.0,Damage Inc.: Pacific Squadron WWII,0.07,55.0
6191,X360,2005,81.0,NBA 2K6,0.23,86.0
6192,X360,2010,60.0,Legend of the Guardians: The Owls of Ga'Hoole,0.07,80.0
6193,X360,2006,69.0,Earth Defense Force 2017,0.08,77.0
6194,X360,2013,65.0,Dynasty Warriors 8,0.15,75.0
6195,X360,2013,49.0,PAC-MAN and the Ghostly Adventures,0.08,51.0
6196,X360,2011,75.0,El Shaddai: Ascension of the Metatron,0.16,70.0
6197,X360,2009,60.0,Jurassic: The Hunted,0.13,72.0
6198,X360,2007,37.0,Hour of Victory,0.13,30.0
6199,X360,2007,73.0,Thrillville: Off the Rails,0.16,28.0
6200,X360,2008,66.0,Universe at War: Earth Assault,0.1,83.0
6201,X360,2012,83.0,Tekken Tag Tournament 2,0.34,75.0
6202,X360,2010,40.0,Naval Assault: The Killing Tide,0.17,42.0
6203,X360,2011,75.0,WWE All Stars,0.34,72.0
6204,X360,2007,69.0,Def Jam Icon,0.34,63.0
6205,X360,2009,62.0,Tornado Outbreak,0.08,80.0
6206,X360,0,77.0,Tropico 4,0.35,75.0
6207,X360,2009,76.0,The BIGS 2,0.21,62.0
6208,X360,2011,48.0,Michael Phelps: Push the Limit,0.11,35.0
6209,X360,2006,78.0,NHL 2K7,0.08,79.0
6210,X360,2011,79.0,The King of Fighters XIII,0.33,82.0
6211,X360,2011,68.0,Rango: The Video Game,0.13,80.0
6212,X360,2011,71.0,Warriors Orochi 3,0.16,81.0
6213,X360,2010,70.0,Apache: Air Assault,0.16,64.0
6214,X360,2012,38.0,Steel Battalion: Heavy Armor,0.13,24.0
6215,X360,2011,59.0,Green Lantern: Rise of the Manhunters,0.13,72.0
6216,X360,2010,59.0,Fist of the North Star: Ken's Rage,0.16,73.0
6217,X360,2011,44.0,Harry Potter and the Deathly Hallows - Part 2,0.33,54.0
6218,X360,2009,61.0,Blood Bowl,0.16,51.0
6219,X360,2006,61.0,Dynasty Warriors 5 Empires,0.13,82.0
6220,X360,2012,71.0,Asura's Wrath,0.24,65.0
6221,X360,2007,58.0,Pirates of the Caribbean: At World's End,0.34,53.0
6222,X360,2012,72.0,NASCAR The Game: Inside Line,0.1,34.0
6223,X360,2009,25.0,Leisure Suit Larry: Box Office Bust,0.16,25.0
6224,X360,2005,79.0,Kameo: Elements of Power,0.34,81.0
6225,X360,2014,85.0,Persona 4: Arena Ultimax,0.08,74.0
6226,X360,2009,71.0,50 Cent: Blood on the Sand,0.21,64.0
6227,X360,2010,42.0,Clash of the Titans,0.16,41.0
6228,X360,2006,56.0,Tenchu Z,0.34,73.0
6229,X360,2006,39.0,Onechanbara: Bikini Samurai Squad,0.13,64.0
6230,X360,2008,68.0,Blitz: The League II,0.1,72.0
6231,X360,2009,60.0,Bakugan: Battle Brawlers,0.24,52.0
6232,X360,2011,63.0,The Adventures of Tintin: The Game,0.24,61.0
6233,X360,2010,75.0,Supreme Commander 2,0.34,71.0
6234,X360,2007,82.0,The Darkness,0.44,81.0
6235,X360,2006,85.0,F.E.A.R.,0.34,73.0
6236,X360,2008,63.0,Fracture,0.33,62.0
6237,X360,2008,68.0,MotoGP 08,0.35,56.0
6238,X360,2009,46.0,Samurai Shodown Sen,0.08,52.0
6239,X360,0,60.0,Jurassic Park: The Game,0.16,36.0
6240,X360,2010,76.0,Spider-Man: Shattered Dimensions,0.36,76.0
6241,X360,2011,49.0,Supremacy MMA,0.08,62.0
6242,X360,2007,78.0,Naruto: Rise of a Ninja,0.33,86.0
6243,X360,2009,25.0,Hannah Montana: The Movie,0.21,38.0
6244,X360,2007,40.0,Looney Tunes: Acme Arsenal,0.08,68.0
6245,X360,2011,58.0,Dynasty Warriors 7,0.24,80.0
6246,X360,2012,52.0,Blades of Time,0.1,65.0
6247,X360,2006,48.0,Cabela's Alaskan Adventure,0.13,56.0
6248,X360,2012,83.0,Persona 4: Arena,0.13,73.0
6249,X360,2010,42.0,Venetica,0.13,73.0
6250,X360,2009,86.0,BlazBlue: Calamity Trigger,0.36,85.0
6251,X360,2009,59.0,Dynasty Warriors 6 Empires,0.24,73.0
6252,X360,2010,74.0,Resonance of Fate,0.33,77.0
6253,X360,2010,68.0,Tom Clancy's HAWX 2,0.36,63.0
6254,X360,2011,49.0,Knights Contract,0.08,56.0
6255,X360,2009,62.0,Sherlock Holmes vs. Jack the Ripper,0.16,68.0
6256,X360,2005,72.0,Amped 3,0.16,71.0
6257,X360,2011,53.0,Bodycount,0.11,47.0
6258,X360,2009,50.0,Night at the Museum: Battle of the Smithsonian,0.11,71.0
6259,X360,2009,48.0,Terminator Salvation,0.35,50.0
6260,X360,2010,61.0,Shaun White Skateboarding,0.16,53.0
6261,X360,2009,68.0,Ninja Blade,0.33,68.0
6262,X360,2010,79.0,EA Sports MMA,0.35,70.0
6263,X360,2014,65.0,NASCAR '14,0.17,51.0
6264,X360,2011,53.0,Dreamcast Collection,0.24,52.0
6265,X360,2006,75.0,Culdcept SAGA,0.16,87.0
6266,X360,2013,80.0,Metro: Last Light,0.35,84.0
6267,X360,2009,70.0,Virtua Tennis 2009,0.33,62.0
6268,X360,2006,69.0,Blitz: The League,0.16,65.0
6269,X360,2013,77.0,Tiger Woods PGA Tour 14,0.35,62.0
6270,X360,2009,63.0,Bass Pro Shops: The Strike,0.21,58.0
6271,XB,2003,65.0,NHL Rivals 2004,0.11,88.0
6272,XB,2004,84.0,Tom Clancy's Rainbow Six 3: Black Arrow,1.13,86.0
6273,XB,2002,19.0,Nickelodeon Party Blast,0.22,43.0
6274,XB,2005,60.0,Special Forces: Nemesis Strike,0.03,65.0
6275,XB,2002,87.0,MechAssault,1.13,80.0
6276,XB,2004,67.0,Galleon: Islands of Mystery,0.03,70.0
6277,XB,2003,65.0,Enter the Matrix,1.2,71.0
6278,XB,2003,65.0,Medal of Honor: Rising Sun,1.17,58.0
6279,XB,2001,61.0,The Simpsons: Road Rage,1.05,83.0
6280,XB,0,84.0,Hitman 2: Silent Assassin,1.19,80.0
6281,XB,2005,83.0,Need for Speed: Most Wanted,1.04,88.0
6282,XB,2006,75.0,NHL 07,0.03,77.0
6283,XB,2004,80.0,Tom Clancy's Ghost Recon 2,1.36,89.0
6284,XB,2005,75.0,Darkwatch,0.21,81.0
6285,XB,2005,92.0,Forza Motorsport,1.05,76.0
6286,XB,2004,77.0,The Suffering,0.22,88.0
6287,XB,2003,84.0,The Lord of the Rings: The Return of the King,1.14,91.0
6288,XB,2005,54.0,Digimon World 4,0.03,88.0
6289,XB,2004,86.0,Star Wars Knights of the Old Republic II: The Sith Lords,1.37,86.0
6290,XB,2005,72.0,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",0.2,60.0
6291,XB,2004,58.0,Shellshock: Nam '67,0.22,70.0
6292,XB,2003,65.0,Cabela's Deer Hunt: 2004 Season,0.21,84.0
6293,XB,2003,40.0,IHRA Drag Racing 2004,0.2,74.0
6294,XB,2002,70.0,Crash Bandicoot: The Wrath of Cortex,1.23,81.0
6295,XB,0,74.0,Robotech: Battlecry,0.21,70.0
6296,XB,2004,71.0,Syberia II,0.03,87.0
6297,XB,2002,79.0,MLB SlugFest 20-03,0.2,78.0
6298,XB,2005,94.0,Tom Clancy's Splinter Cell: Chaos Theory,1.11,90.0
6299,XB,2006,87.0,Midnight Club 3: DUB Edition Remix,0.2,53.0
6300,XB,2002,69.0,Crazy Taxi 3: High Roller,0.2,85.0
6301,XB,2003,92.0,Madden NFL 2004,1.09,83.0
6302,XB,2005,76.0,NCAA March Madness 06,0.2,72.0
6303,XB,2003,88.0,ESPN NHL Hockey,0.11,84.0
6304,XB,2002,90.0,NBA 2K2,0.2,76.0
6305,XB,2004,70.0,Tenchu: Return From Darkness,0.21,70.0
6306,XB,2003,58.0,X2: Wolverine's Revenge,0.21,64.0
6307,XB,2002,44.0,Metal Dungeon,0.03,72.0
6308,XB,2004,69.0,Ty the Tasmanian Tiger 2: Bush Rescue,0.11,88.0
6309,XB,2003,85.0,Tony Hawk's Underground,1.27,91.0
6310,XB,2002,80.0,NHL 2003,0.21,79.0
6311,XB,2002,76.0,BloodRayne,0.21,75.0
6312,XB,2005,39.0,Charlie and the Chocolate Factory,0.11,5.0
6313,XB,2005,83.0,NHL 2K6,0.21,75.0
6314,XB,2005,62.0,Tork: Prehistoric Punk,0.03,62.0
6315,XB,2003,76.0,Disney's Extreme Skate Adventure,0.11,83.0
6316,XB,2003,74.0,Counter-Strike,1.11,76.0
6317,XB,2004,94.0,Burnout 3: Takedown,1.31,72.0
6318,XB,2005,78.0,Call Of Duty 2: Big Red One,1.12,51.0
6319,XB,2004,73.0,Call of Duty: Finest Hour,1.21,78.0
6320,XB,2003,67.0,Batman: Rise of Sin Tzu,0.11,77.0
6321,XB,2001,70.0,Fuzion Frenzy,1.21,69.0
6322,XB,2005,53.0,Spy vs Spy,0.11,80.0
6323,XB,2001,89.0,Max Payne,1.22,83.0
6324,XB,2006,83.0,NBA 2K7,0.03,86.0
6325,XB,2005,65.0,Batman Begins,0.21,71.0
6326,XB,2002,58.0,BMX XXX,0.11,78.0
6327,XB,2002,88.0,JSRF: Jet Set Radio Future,0.21,82.0
6328,XB,2005,79.0,Project: Snowblind,0.11,70.0
6329,XB,2004,91.0,Ninja Gaiden,1.23,88.0
6330,XB,2002,81.0,NHL Hitz 20-03,0.11,85.0
6331,XB,2002,48.0,Murakumo: Renegade Mech Pursuit,0.11,75.0
6332,XB,2004,83.0,Spider-Man 2,1.12,83.0
6333,XB,2005,61.0,Star Wars Episode III: Revenge of the Sith,1.24,81.0
6334,XB,2005,88.0,Doom 3,1.34,74.0
6335,XB,2002,63.0,Gun Metal,0.11,76.0
6336,XB,2003,82.0,MVP Baseball 2003,0.2,90.0
6337,XB,2004,64.0,Unreal II: The Awakening,0.21,53.0
6338,XB,2002,67.0,Circus Maximus: Chariot Wars,0.07,50.0
6339,XB,2005,71.0,From Russia With Love,0.2,88.0
6340,XB,2005,68.0,Advent Rising,0.13,75.0
6341,XB,2005,73.0,Spartan: Total Warrior,0.13,88.0
6342,XB,2003,57.0,Judge Dredd: Dredd Vs Death,0.02,67.0
6343,XB,2002,87.0,The Elder Scrolls III: Morrowind,2.86,87.0
6344,XB,2003,74.0,All-Star Baseball 2004,0.13,84.0
6345,XB,2005,83.0,TimeSplitters: Future Perfect,0.16,89.0
6346,XB,2004,48.0,Teenage Mutant Ninja Turtles 2: Battle Nexus,0.13,56.0
6347,XB,2002,35.0,Antz Extreme Racing,0.02,87.0
6348,XB,2002,93.0,Tom Clancy's Splinter Cell,3.02,85.0
6349,XB,2003,75.0,Dynasty Warriors 4,0.16,88.0
6350,XB,2006,44.0,Hummer Badlands,0.02,60.0
6351,XB,2002,80.0,Otogi: Myth of Demons,0.13,85.0
6352,XB,2004,77.0,NHL 2005,0.16,62.0
6353,XB,2002,61.0,NightCaster,0.13,57.0
6354,XB,2003,62.0,RollerCoaster Tycoon,0.13,83.0
6355,XB,2005,76.0,Heroes of the Pacific,0.13,82.0
6356,XB,0,26.0,Aquaman: Battle for Atlantis,0.01,27.0
6357,XB,2006,36.0,Army Men: Major Malfunction,0.02,40.0
6358,XB,2004,71.0,FlatOut,0.17,82.0
6359,XB,2004,62.0,Leisure Suit Larry: Magna Cum Laude,0.17,64.0
6360,XB,2004,85.0,Fable,2.66,85.0
6361,XB,2005,46.0,Red Ninja: End of Honor,0.02,40.0
6362,XB,2003,57.0,Spawn: Armageddon,0.17,92.0
6363,XB,2005,43.0,TMNT: Mutant Melee,0.02,48.0
6364,XB,2003,30.0,RoboCop,0.02,36.0
6365,XB,2002,73.0,Gunvalkyrie,0.17,73.0
6366,XB,2003,67.0,State of Emergency,0.17,63.0
6367,XB,2003,79.0,Armed and Dangerous,0.13,72.0
6368,XB,2003,24.0,Pulse Racer,0.02,28.0
6369,XB,2002,33.0,Shrek Super Party,0.13,80.0
6370,XB,2003,50.0,Backyard Wrestling: Don't Try This at Home,0.17,50.0
6371,XB,2002,54.0,Gauntlet: Dark Legacy,0.17,89.0
6372,XB,2002,70.0,Quantum Redshift,0.13,81.0
6373,XB,2006,41.0,25 to Life,0.17,72.0
6374,XB,2005,69.0,Crash Tag Team Racing,0.13,78.0
6375,XB,0,45.0,Without Warning,0.02,20.0
6376,XB,2006,42.0,Final Fight: Streetwise,0.02,40.0
6377,XB,2005,45.0,Top Gear RPM Tuning,0.02,75.0
6378,XB,2002,75.0,Burnout,0.13,66.0
6379,XB,2006,71.0,Rogue Trooper,0.02,85.0
6380,XB,2006,56.0,Sonic Riders,0.13,81.0
6381,XB,2005,80.0,Mega Man Anniversary Collection,0.13,92.0
6382,XB,2003,45.0,Grooverider: Slot Car Thunder,0.01,73.0
6383,XB,2004,86.0,Guilty Gear X2 #Reload,0.15,76.0
6384,XB,2002,53.0,Blade II,0.13,40.0
6385,XB,2003,66.0,Grabbed by the Ghoulies,0.14,73.0
6386,XB,2005,59.0,L.A. Rush,0.14,30.0
6387,XB,2003,35.0,Terminator 3: Rise of the Machines,0.14,20.0
6388,XB,2004,95.0,Halo 2,8.49,82.0
6389,XB,2002,65.0,Legends of Wrestling,0.14,58.0
6390,XB,2003,79.0,Gladius,0.14,85.0
6391,XB,2001,65.0,Mad Dash Racing,0.15,77.0
6392,XB,2005,81.0,SSX On Tour,0.14,81.0
6393,XB,2006,81.0,Hitman: Blood Money,0.14,91.0
6394,XB,2002,72.0,NFL Blitz 20-03,0.14,78.0
6395,XB,2003,74.0,Apex,0.14,91.0
6396,XB,2004,64.0,Spyro: A Hero's Tail,0.14,91.0
6397,XB,2003,68.0,NBA Jam,0.14,91.0
6398,XB,2004,63.0,Godzilla: Save the Earth,0.14,82.0
6399,XB,2002,66.0,Enclave,0.14,84.0
6400,XB,2003,51.0,Dino Crisis 3,0.14,41.0
6401,XB,2002,84.0,NCAA College Basketball 2K3,0.14,84.0
6402,XB,2004,82.0,Thief: Deadly Shadows,0.17,73.0
6403,XB,2004,69.0,Powerdrome,0.01,70.0
6404,XB,2005,81.0,Super Monkey Ball Deluxe,0.15,82.0
6405,XB,2003,67.0,Mission: Impossible - Operation Surma,0.13,68.0
6406,XB,2004,44.0,American Chopper,0.15,59.0
6407,XB,2005,69.0,Aeon Flux,0.01,30.0
6408,XB,2005,78.0,Kingdom Under Fire: Heroes,0.15,75.0
6409,XB,2002,53.0,The Terminator: Dawn of Fate,0.15,52.0
6410,XB,2003,89.0,World Series Baseball 2K3,0.15,86.0
6411,XB,2002,75.0,Serious Sam,0.15,82.0
6412,XB,2004,79.0,Street Fighter Anniversary Collection,0.15,64.0
6413,XB,2001,97.0,Halo: Combat Evolved,6.43,86.0
6414,XB,2004,61.0,Shadow Ops: Red Mercury,0.15,61.0
6415,XB,2002,74.0,Rocky,0.15,73.0
6416,XB,2004,71.0,BloodRayne 2,0.15,85.0
6417,XB,2006,51.0,Jaws Unleashed,0.15,62.0
6418,XB,2002,44.0,Superman: The Man of Steel,0.13,60.0
6419,XB,0,75.0,All-Star Baseball 2005,0.15,88.0
6420,XB,2004,79.0,Chessmaster,0.13,90.0
6421,XB,2004,66.0,Crash: Twinsanity,0.15,87.0
6422,XB,2006,65.0,Arena Football,0.15,85.0
6423,XB,2006,82.0,Tomb Raider: Legend,0.13,72.0
6424,XB,2003,72.0,Hunter: The Reckoning Redeemer,0.17,86.0
6425,XB,2004,77.0,Need for Speed Underground 2,2.28,87.0
6426,XB,2003,77.0,Broken Sword: The Sleeping Dragon,0.02,83.0
6427,XB,2005,71.0,Total Overdose: A Gunslinger's Tale in Mexico,0.02,92.0
6428,XB,2004,72.0,Sudeki,0.19,84.0
6429,XB,2002,89.0,NHL 2K3,0.12,71.0
6430,XB,2004,67.0,Harry Potter and the Prisoner of Azkaban,0.19,88.0
6431,XB,2003,73.0,Buffy the Vampire Slayer: Chaos Bleeds,0.12,84.0
6432,XB,2004,45.0,CSI: Crime Scene Investigation,0.12,73.0
6433,XB,2002,82.0,Sega GT 2002,0.19,82.0
6434,XB,2002,76.0,Blood Omen 2,0.19,90.0
6435,XB,2003,86.0,Tom Clancy's Rainbow Six 3,1.55,85.0
6436,XB,2004,92.0,ESPN NFL 2K5,1.63,91.0
6437,XB,2005,74.0,Castlevania: Curse of Darkness,0.12,70.0
6438,XB,2003,69.0,Harry Potter: Quidditch World Cup,0.19,75.0
6439,XB,2006,81.0,Tiger Woods PGA Tour 07,0.19,68.0
6440,XB,2004,62.0,Pro Fishing Challenge,0.02,91.0
6441,XB,2005,83.0,Star Wars: Battlefront II,1.67,89.0
6442,XB,2005,69.0,Close Combat: First to Fight,0.18,78.0
6443,XB,2005,88.0,Psychonauts,0.12,90.0
6444,XB,2003,83.0,Need for Speed Underground,1.71,87.0
6445,XB,2005,73.0,ScrapLand,0.02,74.0
6446,XB,2003,73.0,Indiana Jones and the Emperor's Tomb,0.18,86.0
6447,XB,2003,79.0,Sphinx and the Cursed Mummy,0.12,91.0
6448,XB,2004,59.0,Cabela's Deer Hunt 2005 Season,0.11,75.0
6449,XB,2003,25.0,Batman: Dark Tomorrow,0.11,36.0
6450,XB,2005,75.0,Stubbs the Zombie in Rebel Without a Pulse,0.11,81.0
6451,XB,2002,79.0,Spider-Man: The Movie,1.4,75.0
6452,XB,2001,76.0,Dave Mirra Freestyle BMX 2,0.2,82.0
6453,XB,2004,81.0,Phantom Dust,0.11,85.0
6454,XB,2002,78.0,The Thing,0.2,66.0
6455,XB,2002,83.0,Baldur's Gate: Dark Alliance,0.2,83.0
6456,XB,2002,59.0,Big Mutha Truckers,0.19,43.0
6457,XB,2002,79.0,2002 FIFA World Cup,0.19,90.0
6458,XB,2004,93.0,Tom Clancy's Splinter Cell: Pandora Tomorrow,1.48,86.0
6459,XB,2002,81.0,Medal of Honor: Frontline,1.49,69.0
6460,XB,2003,26.0,Stake: Fortune Fighters,0.02,37.0
6461,XB,2005,60.0,Cold War,0.02,80.0
6462,XB,2004,70.0,Steel Battalion: Line of Contact,0.02,80.0
6463,XB,2002,48.0,NBA Starting Five,0.02,55.0
6464,XB,2003,74.0,Legacy of Kain: Defiance,0.19,79.0
6465,XB,2005,56.0,"Ed, Edd n Eddy: The Mis-Edventures",0.02,77.0
6466,XB,2004,62.0,Dead Man's Hand,0.11,81.0
6467,XB,2004,74.0,Manhunt,0.19,79.0
6468,XB,2003,77.0,True Crime: Streets of LA,1.38,78.0
6469,XB,2002,68.0,Ty the Tasmanian Tiger,0.18,85.0
6470,XB,2005,51.0,NARC,0.18,28.0
6471,XB,2004,76.0,Silent Hill 4: The Room,0.18,83.0
6472,XB,2003,66.0,XGRA: Extreme G Racing Association,0.02,68.0
6473,XB,2005,68.0,Juiced,0.18,91.0
6474,XB,2005,38.0,Motocross Mania 3,0.02,36.0
6475,XB,2001,85.0,Project Gotham Racing,2.12,82.0
6476,XB,2003,85.0,NHL 2004,0.18,65.0
6477,XB,2002,60.0,Chase: Hollywood Stunt Driver,0.12,74.0
6478,XB,2005,74.0,Pump It Up: Exceed,0.02,75.0
6479,XB,2005,33.0,Chicago Enforcer,0.02,28.0
6480,XB,2004,65.0,Digimon Rumble Arena 2,0.02,88.0
6481,XB,2003,73.0,Voodoo Vince,0.12,84.0
6482,XB,2003,74.0,Red Faction II,0.12,58.0
6483,XB,2003,71.0,NBA Inside Drive 2004,0.17,82.0
6484,XB,2003,82.0,Metal Arms: Glitch in the System,0.17,87.0
6485,XB,2004,70.0,Lemony Snicket's A Series of Unfortunate Events,0.12,72.0
6486,XB,2004,84.0,Psi-Ops: The Mindgate Conspiracy,0.17,79.0
6487,XB,2003,69.0,SWAT: Global Strike Team,0.17,63.0
6488,XB,2006,72.0,Urban Chaos: Riot Response,0.02,86.0
6489,XB,2003,94.0,Star Wars: Knights of the Old Republic,2.19,92.0
6490,XB,2004,91.0,Madden NFL 2005,1.72,76.0
6491,XB,2004,59.0,Headhunter: Redemption,0.02,68.0
6492,XB,2004,71.0,Breakdown,0.12,82.0
6493,XB,2005,48.0,Zathura,0.02,55.0
6494,XB,2006,69.0,NFL Head Coach,0.12,71.0
6495,XB,2004,80.0,Star Wars: Battlefront,1.75,91.0
6496,XB,2002,84.0,Tom Clancy's Ghost Recon,1.76,61.0
6497,XB,2004,53.0,Knight's Apprentice: Memorick's Adventures,0.02,45.0
6498,XB,2001,87.0,Dead or Alive 3,1.77,86.0
6499,XB,2005,58.0,Iron Phoenix,0.02,65.0
6500,XB,2005,61.0,Gauntlet: Seven Sorrows,0.18,78.0
6501,XB,2001,65.0,Cel Damage,0.12,84.0
6502,XB,2003,57.0,Group S Challenge,0.02,60.0
6503,XB,2005,86.0,Madden NFL 06,1.86,67.0
6504,XB,0,71.0,Godzilla: Destroy All Monsters Melee,0.12,68.0
6505,XB,2001,64.0,Test Drive Off-Road Wide Open,0.18,83.0
6506,XB,2004,35.0,Bad Boys: Miami Takedown,0.18,59.0
6507,XB,2004,65.0,Cabela's Big Game Hunter 2005 Adventures,0.18,83.0
6508,XB,2005,93.0,Grand Theft Auto: San Andreas,1.95,86.0
6509,XB,2005,49.0,Shadow The Hedgehog,0.18,55.0
6510,XB,2007,63.0,Van Helsing,0.18,76.0
6511,XB,2001,61.0,AirForce Delta Storm,0.18,71.0
6512,XB,2003,64.0,Mace Griffin: Bounty Hunter,0.11,82.0
6513,XB,2002,86.0,Colin McRae Rally 3,0.04,74.0
6514,XB,2004,37.0,Fight Club,0.11,47.0
6515,XB,2004,61.0,GoldenEye: Rogue Agent,0.49,72.0
6516,XB,2004,60.0,Conflict: Vietnam,0.22,73.0
6517,XB,2005,77.0,Sniper Elite,0.09,85.0
6518,XB,2004,90.0,World Soccer Winning Eleven 8 International,0.09,84.0
6519,XB,2002,74.0,Transworld Snowboarding,0.09,92.0
6520,XB,2003,79.0,Otogi 2: Immortal Warriors,0.05,83.0
6521,XB,2002,88.0,FIFA Soccer 2003,0.63,77.0
6522,XB,2001,78.0,Tony Hawk's Pro Skater 2x,0.63,88.0
6523,XB,2004,72.0,Test Drive: Eve of Destruction,0.09,87.0
6524,XB,2004,66.0,Fallout: Brotherhood of Steel,0.05,55.0
6525,XB,2004,86.0,ESPN College Hoops 2K5,0.38,83.0
6526,XB,2006,76.0,Scarface: The World is Yours,0.49,84.0
6527,XB,2003,56.0,Teenage Mutant Ninja Turtles,0.3,84.0
6528,XB,2004,78.0,NFL Street 2,0.48,65.0
